Question,Answer,base_response,is_hallucination,final_answer_ra,token_cost_ra,time_cost_ra,mutation_list,answer_list,recheck_hallucination
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as ""the most brilliant actor in America,"" Michael Chekhov.",YES,"**Psycho-physical Awareness was developed into an original and dependable method by the Russian-American actor Michael Chekhov, whom Konstantin Stanislavski referred to as his most brilliant student.**",4136,33.61468887,"Psycho-physical Awareness was developed into an original and reliable method by Russian-American actor Michael Chekhov, whom Konstantin Stanislavski called ""the most brilliant actor in America.""
Psycho-physical Awareness was developed into an original and dependable method by the Russian-American actor Michael Chekhov, whom Konstantin Stanislavski referred to as ""the most brilliant actor in America.""
Michael Chekhov, the Russian-American actor who developed Psycho-physical Awareness into an original and dependable method, was referred to by Konstantin Stanislavski as ""the most brilliant actor in America.""
Michael Chekhov, a Russian-American actor described by Konstantin Stanislavski as ""the most brilliant actor in America,"" developed Psycho-physical Awareness into an original and dependable method.
Psycho-physical Awareness was developed into an original and dependable method by Michael Chekhov, a Russian-American actor whom Konstantin Stanislavski called ""the most brilliant actor in America.""
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as ""the most brilliant actor in America,"" Michael Chekhov.","Psycho-physical Awareness was developed into an original and reliable method by Russian-American actor Michael Chekhov, whom Konstantin Stanislavski referred to as his most brilliant student.
Psycho-physical Awareness was developed into an original and dependable method by the Russian-American actor Michael Chekhov, whom Konstantin Stanislavski referred to as his most brilliant student.
Michael Chekhov, the Russian-American actor who developed Psycho-physical Awareness into an original and dependable method, was referred to by Konstantin Stanislavski as his most brilliant student.
Michael Chekhov, a Russian-American actor, was referred to by Konstantin Stanislavski as his most brilliant student.
Psycho-physical Awareness was developed into an original and dependable method by Michael Chekhov, a Russian-American actor whom Konstantin Stanislavski referred to as his most brilliant student.
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor, Michael Chekhov, who was referred to by Konstantin Stanislavski as ""his most brilliant student.""",
Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?,Mani,I have no idea.,YES,I have no idea.,2312,12.86475849,"I do not know who won the season of The Rap Game where Lady Leshurr was mentioned as an influence.
I do not know who won the season of The Rap Game where a contestant named Lady Leshurr as one of her influences.
I do not know who won the season of The Rap Game where a contestant named Lady Leshurr as one of her influences.
I do not know who won the season of The Rap Game where a contestant named Lady Leshurr as one of her influences.
I do not know who won the season of The Rap Game where a contestant named Lady Leshurr as one of her influences.
I have no idea.","I have no idea.
I have no idea.
I have no idea.
I have no idea.
I have no idea.
I have no idea.",
Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?,Bill Clinton,"Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.",NO,"David Chanoff collaborated with Admiral William J. Crowe, who served as the U.S. ambassador to the United Kingdom during President George H. W. Bush's administration.",2888,14.66128492,"Author David Chanoff has worked with Admiral William J. Crowe, who was the ambassador to the United Kingdom during President Bill Clinton's administration.
Author David Chanoff has collaborated with Admiral William J. Crowe, who was the ambassador to the United Kingdom during President Bill Clinton's administration.
David Chanoff collaborated with Admiral William J. Crowe, who served as the U.S. ambassador to the United Kingdom during President Bill Clinton's administration.
Author David Chanoff has collaborated with Admiral William J. Crowe, who was the ambassador to the United Kingdom during President Bill Clinton's administration.
Author David Chanoff has collaborated with Admiral William J. Crowe, who was the ambassador to the United Kingdom during President Bill Clinton's administration.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.","Author David Chanoff has worked with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
David Chanoff collaborated with Admiral William J. Crowe, who served as the U.S. ambassador to the United Kingdom during President George H. W. Bush's administration.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.",
"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,The Livesey Hall War Memorial commemorates the fallen of World War II.,NO,The best answer is: **The Livesey Hall War Memorial commemorates the fallen of World War I.**,2991,14.17016315,"The Livesey Hall War Memorial commemorates the fallen of World War II, which had over 60 million casualties.
The Livesey Hall War Memorial commemorates the fallen of World War II, a conflict that caused over 60 million casualties.
The Livesey Hall War Memorial honors those who lost their lives in World War II, which had over 60 million casualties.
The Livesey Hall War Memorial honors those who fell during World War II, which had over 60 million casualties.
The Livesey Hall War Memorial commemorates the fallen of World War II, which had over 60 million casualties.
The Livesey Hall War Memorial commemorates the fallen of World War II.","The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I.",
What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,Carly Gullickson and Francesca Schiavone have both been professional tennis players.,NO,Carly Gullickson and Francesca Schiavone have both been professional tennis players.,2992,15.7044096,"Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.","Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both worked as professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.",
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"The song ""Gangsta's Paradise"" by Coolio is on his greatest hits album ""Fantastic Voyage"" and samples from Stevie Wonder's song ""Pastime Paradise.""",NO,"""Coolio's song 'Gangsta's Paradise,' which samples Stevie Wonder's 'Pastime Paradise,' is not on his greatest hits album 'Fantastic Voyage,' as 'Fantastic Voyage' is the title of his debut studio album.""",4159,22.43814802,"Coolio's song ""Gangsta's Paradise,"" featured on his greatest hits album ""Fantastic Voyage,"" samples Stevie Wonder's ""Pastime Paradise.""
Coolio's song ""Gangsta's Paradise,"" featured on his greatest hits album ""Fantastic Voyage,"" samples Stevie Wonder's ""Pastime Paradise.""
Coolio's song ""Gangsta's Paradise,"" included in his greatest hits album ""Fantastic Voyage,"" samples from Stevie Wonder's song ""Pastime Paradise.""
Coolio's song ""Gangsta's Paradise,"" which is featured on his greatest hits album ""Fantastic Voyage,"" samples Stevie Wonder's ""Pastime Paradise.""
Coolio's song ""Gangsta's Paradise,"" featured on his greatest hits album ""Fantastic Voyage,"" samples Stevie Wonder's ""Pastime Paradise.""
The song ""Gangsta's Paradise"" by Coolio is on his greatest hits album ""Fantastic Voyage"" and samples from Stevie Wonder's song ""Pastime Paradise.""","Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is not on his greatest hits album ""Fantastic Voyage,"" as ""Fantastic Voyage"" is the title of his debut studio album.
Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is not on his greatest hits album ""Fantastic Voyage.""
Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is not on his greatest hits album ""Fantastic Voyage,"" as ""Fantastic Voyage"" is the title of a separate Coolio song and album.
Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is featured on his greatest hits album ""Fantastic Voyage: The Greatest Hits.""
Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is not on his greatest hits album ""Fantastic Voyage.""
The song ""Gangsta's Paradise"" by Coolio samples Stevie Wonder's ""Pastime Paradise,"" but it is not on his greatest hits album titled ""Fantastic Voyage.""",
What Canadian filmmaker created a film about Bettie Page in 2005?,"Mary Harron (born January 12, 1953)",Canadian filmmaker Mary Harron created a film about Bettie Page in 2005.,NO,"**Canadian filmmaker Mary Harron directed the 2005 film ""The Notorious Bettie Page.""**",3496,28.11612391,"Canadian filmmaker Mary Harron directed a film about Bettie Page in 2005.
Canadian filmmaker Mary Harron directed a film about Bettie Page in 2005.
Canadian filmmaker Mary Harron directed a film about Bettie Page in 2005.
The Canadian filmmaker who created a film about Bettie Page in 2005 is Mary Harron.
Canadian filmmaker Mary Harron directed a film about Bettie Page in 2005.
Canadian filmmaker Mary Harron created a film about Bettie Page in 2005.","Canadian filmmaker Mary Harron directed the film ""The Notorious Bettie Page"" in 2005.
Canadian filmmaker Mary Harron directed ""The Notorious Bettie Page"" in 2005.
Canadian filmmaker Mary Harron directed ""The Notorious Bettie Page"" in 2005.
The Canadian filmmaker who created a film about Bettie Page in 2005 is Mary Harron.
Canadian filmmaker Mary Harron directed the film ""The Notorious Bettie Page"" in 2005.
Canadian filmmaker Mary Harron directed the 2005 film ""The Notorious Bettie Page.""",
This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?,sedan and station wagon,"Holden Commodore also manufactures models such as the Holden Astra, Holden Colorado, and Holden Trax.",NO,"**Holden Commodore is a model produced by Holden, which also manufactured other models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.**",3596,19.66061592,"Holden Commodore also produces models like the Holden Astra, Holden Colorado, and Holden Trax.
Holden Commodore, the manufacturer, also produces models like the Holden Astra, Holden Colorado, and Holden Trax.
This Australian racing driver currently drives the No. 22 Holden VF Commodore, and Holden Commodore also manufactures models like the Holden Astra, Holden Colorado, and Holden Trax.
Holden Commodore also produces models like the Holden Astra, Holden Colorado, and Holden Trax.
Holden Commodore also produces models like the Holden Astra, Holden Colorado, and Holden Trax.
Holden Commodore also manufactures models such as the Holden Astra, Holden Colorado, and Holden Trax.","Holden Commodore is a model produced by Holden, which also manufactured other models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.
Holden, the manufacturer of the Commodore, also produced models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.
Holden, the manufacturer of the Holden VF Commodore, also produced models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.
Holden Commodore is a model produced by Holden, which also manufactured other models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.
Holden Commodore is a model produced by Holden, which also manufactured other models like the Holden Astra, Holden Colorado, and Holden Trax before ceasing production in 2020.
Holden Commodore is a model produced by Holden, which also manufactured other models like the Holden Astra, Holden Colorado, and Holden Trax.",
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",8-Sep-17,"The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.",NO,"The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.",3675,16.38533163,"The album ""Current Mood"" by Dustin Lynch, which features the song released to country radio on February 17, 2017, came out on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which features the song released to country radio on February 17, 2017, came out on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, featuring the song released to country radio on February 17, 2017, came out on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, featuring the song released to country radio on February 17, 2017, came out on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, featuring the song released to country radio on February 17, 2017, came out on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.","The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, featuring the song released to country radio on February 17, 2017, was released on September 8, 2017.
The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.",
"""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from where?","Newcastle upon Tyne, England","""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.",NO,"**A2: ""Let's Get Ready to Rhumble"" is a 1994 song by the music duo PJ & Duncan from the United Kingdom.**",3487,17.19391584,"The 1994 song ""Let's Get Ready to Rhumble"" was performed by a music duo from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo originating from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo originating from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.","The 1994 song ""Let's Get Ready to Rhumble"" was performed by a music duo from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by the music duo PJ & Duncan from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo originating from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by the British music duo Ant & Dec from the United Kingdom.
""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom.",
Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?,2008,"Ip Man, the first film in the series, was released in 2008.",NO,"**Ip Man 3 is the second sequel to the biographical martial arts films that began with the release of ""Ip Man"" in 2008.**",3921,25.71682739,"Ip Man 3 is the second sequel to the biographical martial arts films that began with the release of Ip Man in 2008.
Ip Man 3 is the second sequel to the biographical martial arts films, the first of which was released in 2008.
The first Ip Man film, which began the biographical martial arts series, was released in 2008.
The first film in the Ip Man series was released in 2008.
Ip Man 3 is the second sequel to the biographical martial arts films that began with the release of the first movie in 2008.
Ip Man, the first film in the series, was released in 2008.","Ip Man 3 is the second sequel to the biographical martial arts films that began with the release of ""Ip Man"" in 2008.
Ip Man 3 is the second sequel to the biographical martial arts film series, the first of which was released in 2008.
The first Ip Man film, which began the biographical martial arts series, was released in 2008.
The first film in the Ip Man series was released in 2008.
Ip Man 3 is the second sequel to the biographical martial arts films that began with the release of the first movie in 2008.
Ip Man, the first film in the series, was released in 2008.",
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele,Keanu is written by Jordan Peele and Alex Rubens.,NO,**Keanu is a 2016 American action comedy film directed by Peter Atencio and written by Jordan Peele and Alex Rubens.**,3464,18.19428277,"The 2016 American action comedy film Keanu was written by Jordan Peele and Alex Rubens.
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by Jordan Peele and Alex Rubens.
Keanu, a 2016 American action comedy film, was written by Jordan Peele and Alex Rubens.
Keanu, a 2016 American action comedy film, was written by Jordan Peele and Alex Rubens.
Keanu is a 2016 American action comedy film written by Jordan Peele and Alex Rubens.
Keanu is written by Jordan Peele and Alex Rubens.","The 2016 American action comedy film Keanu was written by Jordan Peele and Alex Rubens.
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by Jordan Peele and Alex Rubens.
Keanu, a 2016 American action comedy film, was written by Jordan Peele and Alex Rubens.
Keanu, a 2016 American action comedy film, was written by Jordan Peele and Alex Rubens.
Keanu is a 2016 American action comedy film written by Jordan Peele and Alex Rubens.
Keanu is written by Jordan Peele and Alex Rubens.",
"Kacha, Sevastopol is a settlement that is part of a sovereign state bordered on the northwest by which country?",Belarus,"Kacha, Sevastopol is part of Russia and is bordered on the northwest by Ukraine.",YES,"""Kacha, Sevastopol is located in Crimea, a region internationally recognized as part of Ukraine but annexed by Russia in 2014, and Ukraine lies to its northwest.""",3681,24.59834933,"Kacha, Sevastopol, located in Russia, is bordered on the northwest by Ukraine.
Kacha, Sevastopol is a settlement in Russia that is bordered on the northwest by Ukraine.
Kacha, Sevastopol, located in Russia, is bordered on the northwest by Ukraine.
Kacha, Sevastopol is a settlement in Russia that is bordered on the northwest by Ukraine.
Kacha, Sevastopol is a settlement in Russia that is bordered on the northwest by Ukraine.
Kacha, Sevastopol is part of Russia and is bordered on the northwest by Ukraine.","Kacha, Sevastopol, located in the disputed territory of Crimea, is bordered on the northwest by Ukraine.
Kacha, Sevastopol is a settlement in Crimea, a region internationally recognized as part of Ukraine but de facto controlled by Russia, and Ukraine lies to the northwest.
Kacha, Sevastopol is located in Crimea, a region internationally recognized as part of Ukraine but annexed by Russia in 2014, and Ukraine lies to its northwest.
Kacha, Sevastopol is a settlement in Crimea, a region internationally recognized as part of Ukraine but de facto controlled by Russia, and Ukraine lies to the northwest.
Kacha, Sevastopol is a settlement in Crimea, a region internationally recognized as part of Ukraine but annexed by Russia in 2014, and Ukraine lies to its northwest.
Kacha, Sevastopol is part of Russia, but the region is internationally recognized as part of Ukraine, which borders it on the northwest.",
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?",Matthew Vaughn,I have no idea.,YES,"The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy, but the director of ""Eddie the Eagle,"" Dexter Fletcher, is not directly connected to this film.",2686,15.37661624,"I do not know who produced the 1998 British comedy starring the director of ""Eddie the Eagle.""
I do not know who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle.""
I do not know who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle.""
I do not know who produced the 1998 British comedy starring the director of ""Eddie the Eagle.""
I do not know who produced the 1998 British comedy starring the director of ""Eddie the Eagle.""
I have no idea.","The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy.
The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy.
The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy.
The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy.
The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was not directed by Dexter Fletcher, the director of ""Eddie the Eagle,"" as he did not direct a 1998 British comedy.
The 1998 British comedy ""The Parole Officer,"" starring Steve Coogan, was produced by Duncan Kenworthy, but the director of ""Eddie the Eagle,"" Dexter Fletcher, is not directly connected to this film.",
"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?",Evey's mother,"Selina Giles played the character Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""",YES,"**Selina Giles played the character Mrs. Hammond, Evey's mother, in the 2005 dystopian political thriller ""V for Vendetta.""**",3549,29.55813336,"Selina Giles portrayed Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""
In the 2005 dystopian political thriller ""V for Vendetta,"" Selina Giles portrayed the character Valerie Page.
Selina Giles played the character Valerie Page in the 2005 dystopian political thriller ""V for Vendetta.""","Selina Giles portrayed Evey's mother in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Mrs. Hammond, Evey's mother, in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Evey's mother in the 2005 dystopian political thriller ""V for Vendetta.""
Selina Giles portrayed Evey's mother in the 2005 dystopian political thriller ""V for Vendetta.""
In the 2005 dystopian political thriller ""V for Vendetta,"" Selina Giles portrayed the character Mrs. Hammond.
Selina Giles played the character Mrs. Hammond, Evey's mother, in the 2005 dystopian political thriller ""V for Vendetta.""",
What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,"A song written by Charles Wesley appeared on Andy Williams' album ""The  Andy Williams Christmas Album.""",NO,"**""The song written by Charles Wesley, 'Hark! The Herald Angels Sing,' appeared on Andy Williams' album 'The Andy Williams Christmas Album.'""**",3189,19.16626596,"A song written by Charles Wesley appeared on Andy Williams' ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
The song written by Charles Wesley appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' album ""The  Andy Williams Christmas Album.""","A song written by Charles Wesley appeared on Andy Williams' ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
The song written by Charles Wesley, ""Hark! The Herald Angels Sing,"" appeared on Andy Williams' album ""The Andy Williams Christmas Album.""
A song written by Charles Wesley appeared on Andy Williams' ""The Andy Williams Christmas Album,"" specifically ""Hark! The Herald Angels Sing.""
A song written by Charles Wesley, ""Hark! The Herald Angels Sing,"" appeared on Andy Williams' album ""The Andy Williams Christmas Album.""",
Li Yitong made her television debut on which network?,Dragon TV,Li Yitong made her television debut on Hunan TV.,YES,Li Yitong made her television debut on iQiyi.,2259,15.8146956,"Li Yitong made her television debut on the Hunan TV network.
Li Yitong made her television debut on the Hunan TV network.
Li Yitong made her television debut on the Hunan TV network.
Li Yitong made her television debut on the Hunan TV network.
Li Yitong made her television debut on the Hunan TV network.
Li Yitong made her television debut on Hunan TV.","Li Yitong made her television debut on the iQiyi network.
Li Yitong made her television debut on the iQiyi network.
Li Yitong made her television debut on the iQiyi network.
Li Yitong made her television debut on the iQiyi network.
Li Yitong made her television debut on the iQiyi network.
Li Yitong made her television debut on iQiyi.",
Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?,ten years of probation,Ethan Couch was sentenced to 10 years of probation for killing four people while driving drunk.,NO,"""Ethan Couch was sentenced to 10 years of probation after causing the deaths of four people while driving under the influence, a decision that sparked controversy due to the 'affluenza' defense used in his case.""",3327,17.78393197,"Ethan Couch was sentenced to 10 years of probation after killing four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation for causing the deaths of four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation for causing the deaths of four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation for causing the deaths of four people while driving under the influence.
Jean Hudson Boyd sentenced Ethan Couch to 10 years of probation for killing four people while driving drunk.
Ethan Couch was sentenced to 10 years of probation for killing four people while driving drunk.","Ethan Couch was sentenced to 10 years of probation after killing four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation after killing four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation after killing four people in a drunk driving incident.
Ethan Couch was sentenced to 10 years of probation after causing the deaths of four people while driving under the influence, a decision that sparked controversy due to the ""affluenza"" defense used in his case.
Jean Hudson Boyd sentenced Ethan Couch to 10 years of probation for killing four people while driving drunk.
Ethan Couch was sentenced to 10 years of probation for killing four people while driving drunk.",
For what ogranization does a commentator of Press TV serve as associate director?,Henry Jackson Society,A commentator of Press TV serves as associate director for the Institute for Policy Research & Development.,YES,"""The best answer is **Answer 5**: 'A commentator for Press TV serves as associate director of the Institute for Policy Research & Development.'""",3219,17.94555378,"A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as associate director of the Institute for Policy Research & Development.
A commentator of Press TV serves as associate director for the Institute for Policy Research & Development.","A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as the associate director of the Institute for Policy Research & Development.
A commentator for Press TV serves as associate director of the Institute for Policy Research & Development.
A commentator of Press TV serves as associate director for the Institute for Policy Research & Development.",
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,I have no idea.,YES,The birthdate of the Chief Aerodynamicist for the British supersonic land vehicle aiming to exceed 1000 mph is not publicly available.,2509,17.62102985,"I do not know when the Chief Aerodynamicist for the British supersonic land vehicle was born.
I do not know when the Chief Aerodynamicist for the British supersonic land vehicle was born.
I do not know when the Chief Aerodynamicist for the British supersonic land vehicle was born.
I do not know when the Chief Aerodynamicist for the British supersonic land vehicle was born.
I do not know when the Chief Aerodynamicist for the British supersonic land vehicle was born.
I have no idea.","I have no idea.
I have no idea.
I have no idea.
I have no idea.
I have no idea.
The birthdate of the Chief Aerodynamicist for the British supersonic land vehicle aiming to exceed 1000 mph is not publicly available.",
"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","""Odorama""","""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used in Polyester in 1981.",NO,"""The 'Aroma-scope' used in Spy Kids 4 is reminiscent of the scratch-and-sniff 'Odorama' cards used as a marketing gimmick in the 1981 film Polyester.""",3624,22.47596216,"The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the scratch-and-sniff ""Odorama"" cards used as a marketing gimmick in Polyester in 1981.
The ""Aroma-scope"" used in Spy Kids 4 is similar to the ""Odorama"" scratch-and-sniff cards featured in Polyester in 1981.
The ""Aroma-scope"" used in Spy Kids 4 is similar to the ""Odorama"" scratch-and-sniff cards featured in the 1981 film Polyester.
The ""Aroma-scope"" used in Spy Kids 4 is similar to the ""Odorama"" scratch-and-sniff cards featured in Polyester in 1981.
The ""Aroma-scope"" in Spy Kids 4 is similar to the ""Odorama"" scratch-and-sniff cards that were used as a marketing gimmick for the film Polyester in 1981.
""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used in Polyester in 1981.","The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the scratch-and-sniff ""Odorama"" cards used as a marketing gimmick in the 1981 film Polyester.
The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used in the 1981 film Polyester.
The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used as a marketing gimmick in the 1981 film *Polyester*.
The ""Aroma-scope"" used in Spy Kids 4 is similar to the ""Odorama"" scratch-and-sniff cards featured in the 1981 film Polyester.
The ""Aroma-scope"" in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used as a marketing gimmick for the film *Polyester* in 1981.
""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff cards used in Polyester in 1981.",
