"Question","Answer","base_response"
"Chien-Shiung Wu's expertise in experimental physics evoked comparisons to a scientist who passed away in which year ?","1934","Chien-Shiung Wu's expertise in experimental physics evoked comparisons to Marie Curie, who passed away in 1934."
"The 2005 film Remedy featured Frank Vincent from The Sopranos and several mob movies by which acclaimed director?","Martin Scorsese","The 2005 film Remedy featured Frank Vincent from The Sopranos and several mob movies by acclaimed director Martin Scorsese."
"What title did the actor who worked with Sivaji Ganesan in a 1970 drama film other than actor?","politician","The actor who worked with Sivaji Ganesan in the 1970 drama film ""Samsaram Adhu Minsaram"" was also titled as the director of the film."
"Gaia is a space observatory of the European Space Agency, what is Astrosat?","India's first dedicated multi-wavelength space observatory.","Astrosat is India's first dedicated multi-wavelength space observatory launched by the Indian Space Research Organisation (ISRO)."
"After coaching the red raiders to several winning seasons, where does Mike Leach currently coach at?","Washington State","I have no idea."
"Which genus has more species, Mahonia or Diplazium?","Diplazium","The genus Diplazium has more species than Mahonia."
"What is the title of the person who is Head of the Department of Biological Sciences at the University of Lincoln","Doctor","I have no idea."
"What type of elevation does Aldgate railway station, Adelaide and Aldgate, South Australia have in common?","Hills","Both Aldgate railway station, Adelaide and Aldgate, South Australia have an elevated position."
"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?","most awarded female act of all-time","I have no idea."
"What profession did Willi Forst and Elmer Clifton share?","actor","Willi Forst and Elmer Clifton both shared the profession of film director."
"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.","Earth is far older than the film Monsters, Inc."
" Chun Woo-hee's notable films include a South Korean horror film about  a policeman who investigates a series of mysterious killings and what?","illnesses","I have no idea."
"What city is home to the private research university Jung Seul-ki swam for?","Seoul, South Korea","I have no idea."
"Who directed the film that had ""The Distance"" in the soundtrack?","Peter Chelsom","Tom Shadyac directed the film ""Bruce Almighty,"" which featured ""The Distance"" in its soundtrack."
"Jeff Perry the current star of the ABC political drama Scandal is in an upcoming thriller direct by who?","Craig William Macneill","I have no idea."
"Does Frank Pepe Pizzeria Napoletana or Donatos Pizza have more locations?","Donatos","Frank Pepe Pizzeria Napoletana has fewer locations than Donatos Pizza."
"What event in 1920 was established by the director of the play ""The Miracle?""","Salzburg Festival","The event established by the director of the play ""The Miracle"" in 1920 was the Salzburg Festival."
"""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from where?","Newcastle upon Tyne, England","""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from the United Kingdom."
"Don Swayze was one of five children.  His older brother was trained in dance by their mother, Patsy Swayze, leading to his role in ""Dirty Dancing"".  Who is his older brother?","Patrick Swayze","His older brother is Patrick Swayze."
"Who is Colin Kaepernick and what is his preferred nickname?","an American football quarterback","Colin Kaepernick is a former NFL quarterback known for his activism and social justice movements, and his preferred nickname is ""Kap."""
"Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?","7-Jun","Timothy J. Sloan succeeded the CEO who took the job in July 2007."
"The actor that plays Phileas Fogg in ""Around the World in 80 Days"", co-starred with Gary Cooper in a 1939 Goldwyn Productions film based on a novel by what author?","Charles L. Clifford","The actor that plays Phileas Fogg in ""Around the World in 80 Days,"" David Niven, co-starred with Gary Cooper in the 1939 Goldwyn Productions film ""The Real Glory,"" based on a novel by Charles L. Clifford."
"In what town is the university which the Bryant Bulldogs represent?","Smithfield, Rhode Island","The Bryant Bulldogs represent Bryant University located in Smithfield, Rhode Island."
"Michelle Lewis has written songs for which ""Lizzie McGuire"" actress? ","Hilary Duff","Michelle Lewis has written songs for Hilary Duff, who starred in ""Lizzie McGuire."""
"From what nation is the football player who was named Man of the Match at the 2001 Intercontinental Cup?","Ghana","The football player named Man of the Match at the 2001 Intercontinental Cup, David Beckham, is from England."
"Who is a guitarist, Saffron or Myles Kennedy?","Myles Kennedy","Myles Kennedy is a guitarist."
"These three apps that have similar functionality to Google for Education are compatible with what Microsoft file format?","Microsoft Office","These three apps that have similar functionality to Google for Education are compatible with Microsoft Office file formats such as .docx, .xlsx, and .pptx."
"What is the name of the field marshal and strategist who was the mastermind behind the Schlieffen Plan?","Alfred Graf von Schlieffen","The field marshal and strategist behind the Schlieffen Plan was Alfred von Schlieffen."
"A British sports, health and leisure business hosted the World Games on what dates?","July 25 to August 4","The World Games were hosted from July 7 to July 17, 2022."
"The Black Star identified closely with this American magazine magnate who was called what?","the most influential private citizen in the America of his day""","The Black Star identified closely with this American magazine magnate who was called William Randolph Hearst."
"Which war was HMS Clonmel in where over nine million combatants died?","World War I","HMS Clonmel served during World War I, where over nine million combatants died."
"Shinola LLC, an American luxury lifestyle band is owned and operated by Bedrock Brands a texas investment group launched by this man one of the founders of  Fossil Group","Tom Kartsotis","Shinola LLC is owned and operated by Bedrock Brands, which was launched by Tom Kartsotis, one of the founders of Fossil Group."
"What is the current occupation of the footballer replaced by Zdenek Zeman at the beginning of the 2012-13 A. S. Roma season?  ","manager","I have no idea."
"Nelson Chai is the former president of what financial holding company that was founded in 1908, and is headquartered in New York City?","CIT Group Inc.","Nelson Chai is the former president of CIT Group, a financial holding company founded in 1908 and headquartered in New York City."
"What was the founding year of the county where Weber's Store is located?","1905","I have no idea."
"In the 1973 NFL season, the Pro Bowl took place at what football stadium that is part of the Truman Sports Complex, along with what other stadium?","Kauffman Stadium","The 1973 NFL Pro Bowl took place at Arrowhead Stadium, which is part of the Truman Sports Complex along with Kauffman Stadium."
"What was the Canadian movie called in Italy that stared a professional American football defensive end of the National Football League along with Michael Ironside?","Anno 2053","I have no idea."
"Are Lycoris and Ammi both native to southern Asia?","yes","No, Lycoris is native to eastern Asia while Ammi is native to Europe and the Mediterranean region."
"Which cast member of Pitch Perfect 2 was born March 9, 1986?","Brittany Snow","Brittany Snow, a cast member of Pitch Perfect 2, was born on March 9, 1986."
"Phyllis Kohn holds a seat in the House of Representatives which meets where?","Saint Paul","Phyllis Kohn holds a seat in the House of Representatives, which meets in the United States Capitol in Washington, D.C."
"Which mountain is taller, Gasherbrum II or Langtang Ri?","Gasherbrum II","Gasherbrum II is taller than Langtang Ri."
"In what field did a Swiss physicist who had a geometrical representation named after him work in?","quantum mechanics","A Swiss physicist who had a geometrical representation named after him worked in the field of physics, specifically in thermodynamics, known for the Clapeyron equation."
"What is the nickname of the peninsula that is home to the Calabrian Black Squirrel?","""lo Stivale"" (the Boot)","The nickname of the peninsula that is home to the Calabrian Black Squirrel is the ""toe of Italy."""
"Which publication is older, the Stanford Chaparral or Dime Magazine? ","The Stanford Chaparral","The Stanford Chaparral is older, first published in 1899, while Dime Magazine was first published in 1936."
"What was the MGM Grand Garden Arena in which Britney Spears recorded fourth video album originally known as?","Grand Garden Special Events Center","The MGM Grand Garden Arena, where Britney Spears recorded her fourth video album, was originally known as the MGM Grand Garden Special Events Center."
"Where were the brothers from that manufactured the balloon in which FranÃ§ois Laurent d'Arlandes andJean-FranÃ§ois PilÃ¢tre de Rozier made the first manned free balloon flight? ","Annonay, in ArdÃ¨che","The brothers who manufactured the balloon were from France."
"Who has won the most Olympic medals for figure skating, Debi Thomas or Katarina Witt?","Katarina Witt","Katarina Witt has won more Olympic medals for figure skating than Debi Thomas."
"The most principle species of plants which requires an ericaceous type of compost can have what effect on its surroundings because of the way it takes up cations?","Peat moss can also acidify its surroundings by taking up cations","The most principle species of plants requiring ericaceous compost can acidify the surrounding soil due to their uptake of cations, which releases hydrogen ions."
"Who recorded the song written by Johnny Russell","Buck Owens","Buck Owens recorded the song ""Act Naturally"" written by Johnny Russell."
"Which of the following has released ten solo albums: Kristin Hersh or Mike Patton?","Kristin Hersh","Mike Patton has released ten solo albums."
"What did  the man who  led Sweden to military supremacy during the Thirty Years' War found in 1623?","court in Ãbo","The man who led Sweden to military supremacy during the Thirty Years' War, Gustavus Adolphus, founded the city of Gothenburg in 1621 (not 1623)."
"When was the host of the Los Angeles talk radio program Religion on the Line born?","2-Aug-48","The host of the Los Angeles talk radio program Religion on the Line, Dennis Prager, was born on August 2, 1948."
"Was Lee Grant or Colin Campbell born first?","James Colin Campbell","Colin Campbell was born first in 1686."
"Which magazine ranked the Indian Carnatic vocalist who collaborated with classical pianist Anil Srinivasan among 35 Game Changers under 35?","India Today","India Today ranked the Indian Carnatic vocalist who collaborated with classical pianist Anil Srinivasan among 35 Game Changers under 35."
"Are David Schwimmer and James Wan in the same industry?","yes","Yes, David Schwimmer and James Wan are both in the entertainment industry."
"Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?","1984 to 1985","Actor David Lee Stenstrom played the character Waldo the inventor in the TV show ""Eureeka's Castle,"" which ran on Nickelodeon from 1989 to 1995."
"Atlanta Zero Mile Post is located within a historic area opened in what year ?","1969","Atlanta Zero Mile Post is located within a historic area opened in 1848."
"In what city does the most successful American and international five-and-dime business have a historic building?","Watertown, New York","Scranton, Pennsylvania."
"Who has a better career-high singles ranking Daniel Vacek or Fabio Fognini ?","Fabio Fognini","Fabio Fognini has a better career-high singles ranking, reaching No. 9 compared to Daniel Vacek who reached No. 26."
"Between Gareth Evans and Pierre Chenal, who's had a more diver career?","Gareth Huw Evans","I have no idea."
"Which plant genus is part of a family with a longer name, Morning glory or Rothmannia?","Morning glory","Morning glory is part of the Convolvulaceae family, which has a longer name than Rothmannia's Rubiaceae family."
"Which jobs do Jeff Tremaine and Keanu Reeves share?","director, producer","I have no idea."
