Question,Answer,base_response,is_hallucination,final_answer_ra,token_cost_ra,time_cost_ra,mutation_list,answer_list,recheck_hallucination
How big is the campus of the University that Ben Bahan is a professor at ?,99 acre campus,I have no idea.,YES,Ben Bahan is a professor at Gallaudet University.,3452,18.99602985,"I'm unsure of the size of the campus where Ben Bahan teaches.
I do not know the dimensions of the university campus where Ben Bahan is a professor.
I am not informed about the extent of the campus at the university where Ben Bahan works.
I lack the information regarding the campus area of the university employing Ben Bahan.
The size of the campus where Ben Bahan holds a professorship is unknown to me.
I have no idea.","Ben Bahan is a professor at Gallaudet University, which has a campus covering approximately 99 acres in Washington, D.C.
Ben Bahan is a professor at Gallaudet University, which has a campus size of approximately 99 acres.
I have no idea.
Ben Bahan is a professor at Gallaudet University, which has a campus size of 99 acres.
Ben Bahan is a professor at Gallaudet University, which has a campus size of approximately 99 acres.
Ben Bahan is a professor at Gallaudet University, which is located on a campus of approximately 99 acres in Washington, D.C.",YES
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Richard L. Thompson,"Michael A. Cremo co-wrote The Hidden History of the Human Race with Richard L. Thompson, who is known devotionally as Drutakarma dasa.",NO,"Michael A. Cremo co-wrote The Hidden History of the Human Race with Richard L. Thompson, who is devotionally known as Drutakarma dasa.",4906,13.53333616,"Michael A. Cremo partnered with Richard L. Thompson, also recognized as Drutakarma dasa, to author The Hidden History of the Human Race.
Collaborating to pen The Hidden History of the Human Race, Richard L. Thompson, devotionally called Drutakarma dasa, teamed up with Michael A. Cremo.
The Hidden History of the Human Race was co-authored by Michael A. Cremo alongside Richard L. Thompson, whose devotional name is Drutakarma dasa.
Richard L. Thompson, who is known devotionally as Drutakarma dasa, co-wrote The Hidden History of the Human Race with Michael A. Cremo.
The book, The Hidden History of the Human Race, was a joint effort by Michael A. Cremo and Richard L. Thompson, honored by the name Drutakarma dasa.
Michael A. Cremo co-wrote The Hidden History of the Human Race with Richard L. Thompson, who is known devotionally as Drutakarma dasa.","Michael A. Cremo co-wrote The Hidden History of the Human Race with Richard L. Thompson, who is devotionally known as Drutakarma dasa.
Michael A. Cremo co-wrote ""The Hidden History of the Human Race"" with Richard L. Thompson, who was also known devotionally as Drutakarma dasa.
The Hidden History of the Human Race was co-authored by Michael A. Cremo and Richard L. Thompson, known devotionally as Drutakarma dasa.
Michael A. Cremo co-wrote ""The Hidden History of the Human Race"" with Richard L. Thompson, who is known devotionally as Sadaputa Dasa.
The Hidden History of the Human Race was co-written by Michael A. Cremo and Richard L. Thompson, who is devotionally known as Sadaputa Dasa.
Michael A. Cremo co-wrote ""The Hidden History of the Human Race"" with Richard L. Thompson, who is known devotionally as Sadaputa Dasa.",NO
"Which of Aaron Goodwin client was born in May 31, 1984?",Nate Robinson,"Aaron Goodwin's client, LeBron James, was born on December 30, 1984.",YES,"LeBron James was actually born on December 30, 1984; there is no clear information indicating an Aaron Goodwin client born on May 31, 1984.",4422,16.8541863,"LeBron James, who is one of Aaron Goodwin's clients, was actually born on December 30, 1984, not May 31.
Instead of May 31, 1984, Aaron Goodwin's client LeBron James was born on December 30 of the same year.
On December 30, 1984, LeBron James, a client of Aaron Goodwin, was born, which is not the same as May 31.
Contrary to May 31, LeBron James, represented by Aaron Goodwin, has his birthdate on December 30, 1984.
Rather than May 31, the birth date of Aaron Goodwin's client LeBron James is December 30, 1984.
Aaron Goodwin's client, LeBron James, was born on December 30, 1984.","I have no idea.
Aaron Goodwin's client, Carmelo Anthony, was born on May 29, 1984, not May 31, 1984.
Aaron Goodwin's client born on May 31, 1984, is not confirmed by available authoritative sources.
LeBron James, who was represented by Aaron Goodwin, was born on December 30, 1984, not May 31.
LeBron James was born on December 30, 1984, not May 31, 1984.
LeBron James was actually born on December 30, 1984; there is no clear information indicating an Aaron Goodwin client born on May 31, 1984.",YES
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?",Tennessee-Tombigbee Waterway,The Tennessee-Tombigbee Waterway is longer.,NO,"The Tennessee-Tombigbee Waterway, at approximately 234 miles, is longer than the Hampshire and Hampden Canal, which was about 86 miles long.",3653,11.86816812,"The Tennessee-Tombigbee Waterway surpasses the Hampshire and Hampden Canal in length.
Compared to the Hampshire and Hampden Canal, the Tennessee-Tombigbee Waterway is greater in length.
The Hampshire and Hampden Canal is shorter than the Tennessee-Tombigbee Waterway.
The Tennessee-Tombigbee Waterway extends farther than the Hampshire and Hampden Canal.
In terms of distance, the Tennessee-Tombigbee Waterway is more extensive than the Hampshire and Hampden Canal.
The Tennessee-Tombigbee Waterway is longer.","The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal.
The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal.
The Tennessee-Tombigbee Waterway, at approximately 234 miles, is longer than the Hampshire and Hampden Canal, which was about 86 miles long.
The Tennessee-Tombigbee Waterway, at approximately 234 miles long, is longer than the Hampshire and Hampden Canal, which was approximately 20 miles long.
The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal.
The Tennessee-Tombigbee Waterway, approximately 234 miles long, is longer than the Hampshire and Hampden Canal, which was approximately 20 miles long.",NO
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi,"Kishore Kumar, a supporting actor in Padosan, is known as a successful playback singer in Hindi.",NO,"""In the film Padosan, Kishore Kumar, who played a supporting role, is recognized for his successful career as a playback singer in the Hindi language.""",3871,10.66445708,"In the film Padosan, Kishore Kumar, who played a supporting role, is recognized for his successful career as a playback singer in the Hindi language.
The movie Padosan featured Kishore Kumar, a supporting actor celebrated for his achievements as a playback singer in Hindi.
Kishore Kumar, who was a supporting actor in Padosan, gained fame as a playback singer primarily in the Hindi language.
Known for his playback singing in Hindi, Kishore Kumar also played a supporting role in the film Padosan.
As a supporting actor in Padosan, Kishore Kumar is renowned for his successful playback singing career in Hindi.
Kishore Kumar, a supporting actor in Padosan, is known as a successful playback singer in Hindi.","In the film Padosan, Kishore Kumar, who played a supporting role, is recognized for his successful career as a playback singer in the Hindi language.
The movie Padosan featured Kishore Kumar, a supporting actor who was a successful playback singer in Hindi.
Kishore Kumar, who was a supporting actor in ""Padosan,"" was primarily known as a successful playback singer in the Hindi language.
Kishore Kumar, who played a supporting role in the film Padosan, is known as a successful playback singer in Hindi.
As a supporting actor in Padosan, Kishore Kumar is renowned for his successful playback singing career in Hindi.
Kishore Kumar, a supporting actor in Padosan, is known as a successful playback singer in Hindi.",NO
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.,NO,"""Bethpage State Parkway begins with an interchange at the Southern State Parkway on Long Island.""",3999,13.0897963,"The Southern State Parkway marks the starting point for the Bethpage State Parkway interchange in Long Island.
Bethpage State Parkway intersects with the Southern State Parkway at its beginning in Long Island.
In Long Island, the Southern State Parkway serves as the initial interchange for Bethpage State Parkway.
The beginning of Bethpage State Parkway includes an interchange with the Southern State Parkway, located in Long Island.
Bethpage State Parkway commences with an interchange on the Southern State Parkway in the region of Long Island.
Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.","The Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.
Bethpage State Parkway begins with an interchange at the Southern State Parkway.
Bethpage State Parkway begins with an interchange at the Southern State Parkway on Long Island.
Bethpage State Parkway begins with an interchange at the Southern State Parkway on Long Island.
Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.
Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.",NO
What items are used to play both Lapta and Rounders?,bat and ball,A bat and a ball are used to play both Lapta and Rounders.,NO,Both Lapta and Rounders are played using a bat and a ball.,3338,12.47348046,"Both Lapta and Rounders require a ball and a bat for play.
In order to play Rounders and Lapta, one needs a bat along with a ball.
The equipment needed for the games of Lapta and Rounders includes a ball and a bat.
You must use both a ball and a bat when engaging in games such as Lapta and Rounders.
Playing Lapta and Rounders involves the use of a bat plus a ball.
A bat and a ball are used to play both Lapta and Rounders.","Both Lapta and Rounders are played using a bat and a ball.
To play both Lapta and Rounders, a bat and a ball are used.
The items used to play both Lapta and Rounders include a ball and a bat.
Both Lapta and Rounders use a bat and a ball for gameplay.
Both Lapta and Rounders are played using a bat and a ball.
A bat and a ball are used to play both Lapta and Rounders.",NO
"What type of elevation does Aldgate railway station, Adelaide and Aldgate, South Australia have in common?",Hills,"Both Aldgate railway station, Adelaide and Aldgate, South Australia have an elevated position.",NO,Aldgate railway station in Adelaide and the suburb of Aldgate in South Australia do not share any specific notable elevation commonality.,4338,15.42720962,"Aldgate railway station in Adelaide and Aldgate, South Australia are both situated at a high altitude.
The elevation of Aldgate railway station, Adelaide, and Aldgate, South Australia is notably elevated.
Both locations, Aldgate railway station, Adelaide and Aldgate, South Australia, share the characteristic of being elevated.
The common trait between Aldgate railway station in Adelaide and Aldgate in South Australia is their elevated location.
Aldgate railway station, Adelaide, and Aldgate, South Australia, are both positioned on elevated ground.
Both Aldgate railway station, Adelaide and Aldgate, South Australia have an elevated position.","Both Aldgate railway station in Adelaide and Aldgate, South Australia are situated at relatively higher elevations compared to their surrounding areas.
The Aldgate railway station in Adelaide, which has been closed since 1987, had an elevation of approximately 380 meters above sea level, similar to the general elevation of the Aldgate area in South Australia.
Aldgate railway station in Adelaide is no longer in operation, and Aldgate, South Australia is a township located at an elevation, but the two do not share a specific common type of elevation.
Aldgate railway station in Adelaide and the suburb of Aldgate in South Australia do not share any specific notable elevation commonality.
Aldgate railway station in Adelaide and the suburb of Aldgate, South Australia, are both situated in the Adelaide Hills region, which is characterized by hilly and elevated terrain.
Aldgate railway station, Adelaide and Aldgate, South Australia do not have a common type of elevation; Aldgate railway station is no longer in operation, and the elevation of Aldgate, South Australia, refers to its geographical setting in the Adelaide Hills.",NO
"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,I have no idea.,YES,"The band ""Simple Minds"" from Glasgow is associated with the ""Art Wave"" scene.",3434,9.701910496,"I am not sure which band from the ""Art Wave"" scene is located in Glasgow.
I don't know which Glasgow-based band is part of the ""Art Wave"" movement.
Sorry, I'm unable to identify any bands from Glasgow within the ""Art Wave"" genre.
I'm unfamiliar with any bands from the ""Art Wave"" scene that originate from Glasgow.
Unfortunately, I cannot provide the name of a band from the ""Art Wave"" scene situated in Glasgow.
I have no idea.","The band ""Simple Minds"" is associated with the ""Art Wave"" scene and is based in Glasgow.
The band ""Life Without Buildings"" from Glasgow was associated with the art wave scene.
The band ""Cocteau Twins"" is associated with the art wave scene and is based in Grangemouth, Scotland, not Glasgow.
The band ""Simple Minds"" from Glasgow is associated with the ""Art Wave"" scene.
The band Franz Ferdinand is often associated with the ""Art Wave"" scene and is based in Glasgow.
The band ""Simple Minds"" is an example of a group from the ""Art Wave"" scene that is based in Glasgow.",YES
Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,"Immanuel Lutheran School is often affiliated with the Lutheran denomination, specifically the Lutheran Church-Missouri Synod (LCMS), which has approximately 1.8 to 2 million members.",NO,"""The Lutheran Church-Missouri Synod (LCMS) has approximately 1.8 million members.""",5394,18.95700264,"Immanuel Lutheran School is usually linked with the Lutheran Church-Missouri Synod (LCMS), a denomination with around 1.8 to 2 million followers.
Typically, Immanuel Lutheran School is associated with the Lutheran Church-Missouri Synod, which boasts a membership of about 1.8 to 2 million people.
Immanuel Lutheran School tends to be connected with the Lutheran Church-Missouri Synod, a group comprising approximately 1.8 million to 2 million members.
Most often, Immanuel Lutheran School is affiliated with the Lutheran Church-Missouri Synod, a denomination whose membership ranges from 1.8 to 2 million individuals.
The Lutheran Church-Missouri Synod, with roughly 1.8 to 2 million adherents, is the denomination with which Immanuel Lutheran School is typically associated.
Immanuel Lutheran School is often affiliated with the Lutheran denomination, specifically the Lutheran Church-Missouri Synod (LCMS), which has approximately 1.8 to 2 million members.","The Lutheran Church-Missouri Synod (LCMS) has approximately 1.8 million members.
Immanuel Lutheran School is commonly associated with the Lutheran Church-Missouri Synod, which has approximately 1.8 million members.
Immanuel Lutheran School is likely affiliated with the Lutheran Church-Missouri Synod, which has approximately 1.8 million members.
Immanuel Lutheran School is typically affiliated with the Lutheran Church-Missouri Synod, which has approximately 1.8 million members.
The Lutheran Church-Missouri Synod, with which Immanuel Lutheran School is typically associated, has roughly 1.8 to 2 million members.
The Lutheran Church-Missouri Synod (LCMS) has approximately 1.8 million members.",NO
Which star of Here Come the Munsters was born in Philadelphia ?,Veronica Hamel,"Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C., not Philadelphia.",YES,"Edward Herrmann was born in Washington, D.C.",3711,12.57333684,"Edward Herrmann, noted for his role in ""Here Come the Munsters,"" was born in Washington, D.C., rather than Philadelphia.
Although Edward Herrmann starred in ""Here Come the Munsters,"" his birthplace was actually Washington, D.C., as opposed to Philadelphia.
Despite his appearance in ""Here Come the Munsters,"" Edward Herrmann was born in Washington, D.C., not in Philadelphia as one might assume.
""Here Come the Munsters"" star Edward Herrmann's birthplace is Washington, D.C. instead of Philadelphia.
Edward Herrmann, known from ""Here Come the Munsters,"" hails from Washington, D.C., not from Philadelphia.
Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C., not Philadelphia.","Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C., not Philadelphia.
Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C., not Philadelphia.
Edward Herrmann, who starred in ""Here Come the Munsters,"" was indeed born in Washington, D.C., not Philadelphia.
Edward Herrmann, a star of ""Here Come the Munsters,"" was born in Washington, D.C.
Edward Herrmann, who starred in ""Here Come the Munsters,"" was not born in Philadelphia; he was born in Washington, D.C.
Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C.",YES
"""I Wed Three Wives"" is an episode of a television series that ran on what network?",ABC,"""I Wed Three Wives"" is an episode from the television series ""Alfred Hitchcock Presents,"" which ran on the CBS network.",YES,"""I Wed Three Wives"" is an episode of the TV series ""Alfred Hitchcock Presents,"" which originally aired on NBC.",4371,16.87963843,"The television series ""Alfred Hitchcock Presents,"" featuring the episode ""I Wed Three Wives,"" was originally broadcast on the CBS network.
""I Wed Three Wives,"" an episode of the TV series ""Alfred Hitchcock Presents,"" aired on CBS.
Broadcast on the CBS network, ""Alfred Hitchcock Presents"" included the episode titled ""I Wed Three Wives.""
The network that aired the series ""Alfred Hitchcock Presents,"" which included the episode ""I Wed Three Wives,"" was CBS.
The episode ""I Wed Three Wives,"" part of ""Alfred Hitchcock Presents,"" found its home on the CBS television network.
""I Wed Three Wives"" is an episode from the television series ""Alfred Hitchcock Presents,"" which ran on the CBS network.","The television series ""Alfred Hitchcock Presents,"" featuring the episode ""I Wed Three Wives,"" was originally broadcast on the NBC network.
""I Wed Three Wives"" is an episode of the TV series ""Alfred Hitchcock Presents,"" which originally aired on NBC.
""I Wed Three Wives"" is an episode of the television series ""Alfred Hitchcock Presents,"" which aired on the NBC network.
The episode ""I Wed Three Wives"" is from the television series ""Alfred Hitchcock Presents,"" which originally aired on NBC.
""I Wed Three Wives"" is an episode of ""Alfred Hitchcock Presents,"" which originally aired on the NBC television network.
""I Wed Three Wives"" is actually an episode from the television series ""Alfred Hitchcock Presents,"" which originally aired on the NBC network.",YES
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as ""the most brilliant actor in America,"" Michael Chekhov.",YES,"Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor, Michael Chekhov, who was referred to by Konstantin Stanislavski as ""his most brilliant student.""",4949,15.69320011,"Michael Chekhov, described by Konstantin Stanislavski as ""the most brilliant actor in America,"" developed Psycho-physical Awareness into an original and reliable approach.
Described by Konstantin Stanislavski as “the most brilliant actor in America,” Michael Chekhov transformed Psycho-physical Awareness into a unique and trustworthy method.
The Russian-American actor who Konstantin Stanislavski called ""the most brilliant actor in America,"" Michael Chekhov, was the one who developed Psycho-physical Awareness into a dependable technique.
Known as ""the most brilliant actor in America"" by Konstantin Stanislavski, Michael Chekhov developed a unique and reliable method of Psycho-physical Awareness.
Konstantin Stanislavski referred to Michael Chekhov, who developed Psycho-physical Awareness into an authentic and trustworthy method, as ""the most brilliant actor in America.""
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as ""the most brilliant actor in America,"" Michael Chekhov.","Michael Chekhov, described by Konstantin Stanislavski as ""the most brilliant actor in America,"" developed Psycho-physical Awareness into an original and reliable approach.
Described by Konstantin Stanislavski as ""his most brilliant student,"" Michael Chekhov developed the Psycho-physical Awareness method.
The Russian-American actor whom Konstantin Stanislavski referred to as ""the most brilliant actor in America"" was Michael Chekhov, who developed Psycho-physical Awareness into a dependable method.
Konstantin Stanislavski referred to Michael Chekhov as ""the most brilliant actor in America.""
Konstantin Stanislavski referred to Michael Chekhov as ""his most brilliant student,"" acknowledging his development of Psycho-physical Awareness into a dependable method.
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor, Michael Chekhov, who was referred to by Konstantin Stanislavski as ""his most brilliant student.""",NO
Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?,Mani,I have no idea.,YES,"The winner of the fifth season of ""The Rap Game,"" where a contestant mentioned Lady Leshurr as one of her influences, was Tyeler Reign.",3680,15.15967798,"I'm not sure who won that season of The Rap Game.
I don't know which contestant emerged victorious in the season where Lady Leshurr was named as an influence.
The identity of the winner from that particular season of The Rap Game escapes me.
Unfortunately, I am unaware of who took first place in the season where Lady Leshurr was mentioned as an inspiration.
I do not have the information on who the victor was in the season of The Rap Game that included Lady Leshurr as an influence.
I have no idea.","The winner of the fifth season of ""The Rap Game,"" where a contestant mentioned Lady Leshurr as one of her influences, was Tyeler Reign.
The winner of Season 5 of The Rap Game, where a contestant named Lady Leshurr as one of her influences, was Tyeler Reign.
I have no idea.
The winner of Season 3 of ""The Rap Game,"" where Lady Leshurr was mentioned as an influence by contestant Flau'Jae, was Nova.
I have no idea.
The winner of Season 4 of ""The Rap Game,"" where a contestant mentioned Lady Leshurr as one of her influences, was Street Bud.",YES
Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?,Bill Clinton,"Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.",NO,"David Chanoff collaborated with Admiral William J. Crowe, who served as the U.S. ambassador to the United Kingdom under President Bill Clinton.",4749,17.04304123,"David Chanoff worked together with Admiral William J. Crowe, who was the U.S. ambassador to the United Kingdom appointed by President Bill Clinton.
Under President Bill Clinton, Admiral William J. Crowe, who became the ambassador to the United Kingdom, collaborated with author David Chanoff.
Author David Chanoff partnered with Admiral William J. Crowe, who was assigned as the ambassador to the United Kingdom during Bill Clinton's presidency.
Collaborating with David Chanoff, Admiral William J. Crowe served as the U.S. ambassador to the United Kingdom when Bill Clinton was president.
During President Clinton's administration, author David Chanoff worked alongside Admiral William J. Crowe, who was the ambassador to the United Kingdom.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.","David Chanoff collaborated with Admiral William J. Crowe, who served as the U.S. ambassador to the United Kingdom under President Bill Clinton.
Admiral William J. Crowe, who collaborated with author David Chanoff, served as the ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
Admiral William J. Crowe, who collaborated with David Chanoff, served as the U.S. ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.
Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton.",NO
"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,The Livesey Hall War Memorial commemorates the fallen of World War II.,NO,The Livesey Hall War Memorial commemorates the fallen of the First and Second World Wars.,4481,18.60429621,"The Livesey Hall War Memorial honors those who lost their lives in the Second World War, which caused more than 60 million deaths.
World War II, with over 60 million casualties, is commemorated by the Livesey Hall War Memorial.
The Livesey Hall War Memorial pays tribute to the victims of the global conflict known as World War II.
The memorial at Livesey Hall remembers those who perished during the Second World War, a devastating conflict with massive loss of life.
Dedicated to the memory of the fallen, the Livesey Hall War Memorial acknowledges the sacrifices made during World War II.
The Livesey Hall War Memorial commemorates the fallen of World War II.","The Livesey Hall War Memorial commemorates the fallen of the First and Second World Wars.
The Livesey Hall War Memorial commemorates the fallen of World War I, not World War II.
The Livesey Hall War Memorial commemorates the fallen of World War I.
The Livesey Hall War Memorial commemorates the fallen of the First World War and Second World War.
The Livesey Hall War Memorial commemorates the fallen of World War I.
The Livesey Hall War Memorial commemorates the fallen of World War I.",YES
What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,Carly Gullickson and Francesca Schiavone have both been professional tennis players.,NO,Carly Gullickson and Francesca Schiavone have both been professional tennis players.,4033,15.42151332,"Both Carly Gullickson and Francesca Schiavone pursued careers as professional tennis players.
Carly Gullickson and Francesca Schiavone shared the occupation of being professional tennis players.
The careers of Carly Gullickson and Francesca Schiavone have included playing tennis professionally.
Francesca Schiavone, along with Carly Gullickson, has built a career in professional tennis.
Carly Gullickson and Francesca Schiavone have each achieved professional status in the world of tennis.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.","Both Carly Gullickson and Francesca Schiavone have held the occupation of professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis player.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.
Carly Gullickson and Francesca Schiavone have both been professional tennis players.",NO
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"The song ""Gangsta's Paradise"" by Coolio is on his greatest hits album ""Fantastic Voyage"" and samples from Stevie Wonder's song ""Pastime Paradise.""",NO,"Coolio's song ""Gangsta's Paradise,"" which samples from Stevie Wonder's ""Pastime Paradise,"" is included on his greatest hits album ""Fantastic Voyage: The Greatest Hits.""",5388,20.11774397,"Coolio's track ""Gangsta's Paradise,"" featured on his greatest hits album ""Fantastic Voyage,"" incorporates samples from Stevie Wonder's ""Pastime Paradise.""
On Coolio's greatest hits album titled ""Fantastic Voyage,"" you will find the song ""Gangsta's Paradise,"" which uses elements from Stevie Wonder's track ""Pastime Paradise.""
The song ""Gangsta's Paradise"" is included on the ""Fantastic Voyage"" greatest hits album by Coolio and features a sample from the Stevie Wonder hit ""Pastime Paradise.""
Featured on his greatest hits collection ""Fantastic Voyage,"" Coolio's song ""Gangsta's Paradise"" takes inspiration from Stevie Wonder's ""Pastime Paradise.""
Coolio's ""Gangsta's Paradise"" is a track on his album ""Fantastic Voyage,"" which incorporates a sample from Stevie Wonder's iconic song ""Pastime Paradise.""
The song ""Gangsta's Paradise"" by Coolio is on his greatest hits album ""Fantastic Voyage"" and samples from Stevie Wonder's song ""Pastime Paradise.""","Coolio's track ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is included in his greatest hits album titled ""Greatest Hits"" and not ""Fantastic Voyage.""
The song ""Gangsta's Paradise"" by Coolio, which samples Stevie Wonder's ""Pastime Paradise,"" is included on Coolio's greatest hits album, although the album is titled ""Fantastic Voyage: The Greatest Hits.""
The song ""Gangsta's Paradise"" by Coolio, which samples Stevie Wonder's ""Pastime Paradise,"" is featured on his greatest hits album, but the album is titled ""Greatest Hits"" instead of ""Fantastic Voyage.""
Coolio's song ""Gangsta's Paradise,"" which samples from Stevie Wonder's ""Pastime Paradise,"" is included on his greatest hits album ""Fantastic Voyage: The Greatest Hits.""
Coolio's song ""Gangsta's Paradise,"" which samples Stevie Wonder's ""Pastime Paradise,"" is not on the album ""Fantastic Voyage,"" but is on his album ""Gangsta's Paradise.""
The song ""Gangsta's Paradise"" by Coolio samples from Stevie Wonder's song ""Pastime Paradise"" but it is not on the ""Fantastic Voyage: The Greatest Hits"" album; it is on the ""It Takes a Thief"" album.",NO
What Canadian filmmaker created a film about Bettie Page in 2005?,"Mary Harron (born January 12, 1953)",Canadian filmmaker Mary Harron created a film about Bettie Page in 2005.,NO,"Canadian filmmaker Mary Harron directed the 2005 film ""The Notorious Bettie Page.""",3596,11.59915495,"In 2005, Canadian director Mary Harron released a movie focused on Bettie Page.
The movie about Bettie Page, which came out in 2005, was directed by Canadian filmmaker Mary Harron.
A 2005 film about Bettie Page was made by filmmaker Mary Harron, who hails from Canada.
Bettie Page's story was brought to the screen by Canadian director Mary Harron in a film released in 2005.
Mary Harron, a Canadian filmmaker, was responsible for the 2005 film centered on Bettie Page.
Canadian filmmaker Mary Harron created a film about Bettie Page in 2005.","Canadian filmmaker Mary Harron directed the 2005 film ""The Notorious Bettie Page.""
The 2005 film about Bettie Page, titled ""The Notorious Bettie Page,"" was directed by Canadian filmmaker Mary Harron.
The 2005 film about Bettie Page, titled ""The Notorious Bettie Page,"" was directed by Mary Harron, who is from Canada.
Canadian filmmaker Mary Harron directed the 2005 film ""The Notorious Bettie Page.""
Mary Harron, a Canadian filmmaker, directed the 2005 film ""The Notorious Bettie Page.""
Canadian filmmaker Mary Harron directed the film ""The Notorious Bettie Page"" in 2005.",NO
This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?,sedan and station wagon,"Holden Commodore also manufactures models such as the Holden Astra, Holden Colorado, and Holden Trax.",NO,"Holden, the manufacturer of the Commodore, has also produced models like the Holden Astra, Holden Colorado, and Holden Trax.",5156,18.44154906,"The Holden Commodore manufacturer is also responsible for producing the Holden Astra, Holden Colorado, and Holden Trax.
Besides the Holden Commodore, this manufacturer creates models including the Holden Astra, Colorado, and Trax.
In addition to the Holden Commodore, the company produces the Astra, the Colorado, and the Trax models.
Holden Commodore produces other models like the Astra, Colorado, and Trax along with the Commodore.
The lineup from Holden Commodore includes vehicles such as the Astra, Colorado, and Trax, alongside their primary model.
Holden Commodore also manufactures models such as the Holden Astra, Holden Colorado, and Holden Trax.","Holden, the manufacturer of the Commodore, has also produced models like the Holden Astra, Holden Colorado, and Holden Trax.
Holden manufactured models such as the Holden Astra, Colorado, and Trax, among others.
Holden no longer manufactures cars, having ceased production in 2017, and it was a subsidiary of General Motors that previously produced models like the Astra and Colorado.
Holden does not manufacture other models like the Astra, Colorado, and Trax; these models are associated with Holden's lineup but are produced by other manufacturers or imported models under the Holden brand.
Holden Commodore manufactures the Commodore model, but Holden as a brand also produced models such as Astra, Colorado, and Trax.
Holden manufactured other models such as the Holden Astra, Holden Colorado, and Holden Trax.",NO
