question,answer
What Canadian actress and singer sang on film with Robert Paige in 1944?,"Robert Paige; Robert Paige (December 2, 1911 �?December 21, 1987) was an actor and a TV newscaster and political correspondent and Universal Pictures leading man who made 65 films in his lifetime: he was the only actor ever allowed to sing on film with Deanna Durbin (in 1944's ""Can't Help Singing"")."
 Boyz n the Hood starred which actor that began his career as a member of the hip hop group C.I.A?,"Boyz N Girlz United; Boyz N Girlz United, also known for Boyz n Girlz, was an American pop group consisting of members (two male, two female) Robbie Carrico (born November 13, 1981), Daniel Dix (born May 11, 1980), Rina Mayo (born April 25, 1981) and Criss Ruiz (born April 15, 1979)."
Are both Hirami Ahmet Pasha Mosque and Gül Mosque former Eastern Orthodox churches?,"Atik Mustafa Pasha Mosque; Atik Mustafa Pasha Mosque (Turkish: ""Atik Mustafa Paşa Camii"" ; also named ""Hazreti Cabir Camii"") is a former Eastern Orthodox church in Istanbul, converted into a mosque by the Ottomans."
"Which ban formed first, The Mekons or 4 Non Blondes?","4 Non Blondes; 4 Non Blondes was an American rock band from San Francisco, California, formed in 1989."
Jamie Lee Custis starred in a movie in 1988 with stars Ray Liotta and Tom Hulce Dominick and Eugene. Which Movie did she win a Bafte Award for in 1983 ?,The Rat Pack (film); The Rat Pack is a 1998 HBO television film about the Rat Pack.
Tim Meadows is one of the longest-running cast members on a show that premiered on which channel ?,"The Bold and the Beautiful cast members; ""The Bold and the Beautiful"" is an American television soap opera, created by William J. Bell and Lee Phillip Bell for CBS."
Q. What was the original name of the single seater racing contest Felix Rosenqvist was in for SUNOCO Team LeMans?,"Alexandros Margaritis; Alexandros (Alex, Alexander) Margaritis Greek: Αλέξανδρος Μαργαρίτης ; (born 20 September 1984) is a racing driver who is best known for competing in the German-based Deutsche Tourenwagen Masters touring car championship."
"The male star of a film that sold 3,149,500 tickets also stared in what film in 2004? ","A Star Is Born (1976 film); A Star Is Born is a 1976 American musical drama film telling the story of a young woman, played by Barbra Streisand, who enters show business, and meets and falls in love with an established male star, played by Kris Kristofferson, only to find her career ascending while his goes into decline."
What type of geographical area does Saddlebunch Keys and Key West have in common?,"Bay Point, Monroe County, Florida; Bay Point is an unincorporated community in Monroe County, Florida, United States, located in the lower Florida Keys in the Saddlebunch Keys near mile marker 15 on US 1 (the Overseas Highway)."
Who directed the 2010 and 2013 movies based the Icon Comincs comic book series featuring Macready and Big Daddy?,"Reggie and me; Reggie and Me (also known as Reggie and Archie's Rival, Reggie) is an ongoing comic book series featuring the Archie Comics character Reggie Mantle."
"Who was the creator of the Spanish-Italian film in which the actress, who played Angie Carrara in ""Violetta"", played a role?","Constance Marie; Constance Marie Lopez (born September 9, 1965) known professionally as Constance Marie, is an American actress."
"Which Chinese city has a higher population, Kashgar or Shanghai?","Demography of the United Kingdom; According to the 2011 census, the total population of the United Kingdom was around 63,182,000."
What was the first episode of the second season of the adult animated spy sitcom created by Adam Reed?,Frisky Dingo; Frisky Dingo is an American animated cartoon series created by Adam Reed and Matt Thompson for Adult Swim.
What type of media does Radar Radio and Top Gun have in common?,"Radar Radio; ""Radar Radio"" is a single performed by Giorgio Moroder featuring Joe Pizzulo and written by Giorgio Moroder and Tom Whitlock."
"What online file hosting service hosted a free download of ""Tales from the Grave in Space"" studio album of Gama Bomb and was one of the Internet's most visted websites in 2009?","File hosting service; A file hosting service, cloud storage service, online file storage provider, or cyberlocker is an Internet hosting service specifically designed to host user files."
What was the final race of the 3rd place winner of the 1973 Brazilian Grand Prix?,"2012 Brazilian Grand Prix; The 2012 Brazilian Grand Prix (formally known as the Formula 1 Grande Prêmio Petrobras do Brasil 2012) was a Formula One motor race that took place at the Autódromo José Carlos Pace in São Paulo, Brazil on 25 November 2012."
"Which tennis player is younger, Patrick Galbraith or Francesca Schiavone?","Aravane Rezaï; Aravane Rezaï (] ; Persian: ارغوان رضایی�?�?""Arghavān-e Rezāyi"" ] , born 14 March 1987) is an Iranian–French tennis player."
What year was Victoria first used as a naming convention before the Fairlane Crown Victoria Skyliner in 1954?,"Ford Fairlane Crown Victoria Skyliner; The first time Ford used the ""victoria"" as a naming convention was in 1932 on the Ford Victoria 2-door coupe."
"Rachel Mahon is the assistant organist at Chester Cathedral, which is the seat of which Bishop?",Chester Cathedral; Chester Cathedral is a Church of England cathedral and the mother church of the Diocese of Chester.
"Which song had a more successful run, The Crystal Ship or Light My Fire?","Samsaram Adhu Minsaram; Samsaram Adhu Minsaram (""Family Life is like Electricity"") is a 1986 Tamil-language drama film written and directed by Visu."
Do Lawrence Durrell and Ursula Hegi have dual citizenship?,"Lawrence Samuel Durrell; Lawrence Samuel Durrell (23 September 1884 �?16 April 1928) was a British Indian subject and engineer, and is best remembered as the father of novelist Lawrence Durrell and naturalist Gerald Durrell."
The brother of Mississippi Democratic House Representative Mike Espy was mayor of this city.,"J. Max Davis; J. Max Davis is an American former mayor of Brookhaven, Georgia, United States."
"How many plays did the person who wrote ""Augustus Does His Bit"" write?","Françoise Faucher; Françoise Faucher O.C. is a Quebec actress born in Montmorency, France in 1929."
The Quaid-i-Azam University and the University of Patras are both what types of universities?,"Liaqat Ali Khan (mathematician); Liaqat Ali Khan or L.A. Khan is a Pakistani mathematician and academic who has carried out research in the fields of functional analysis, linear topology, and topological algebra."
Millie Brady is known for her role in this film directed by Brian Helgeland?,"Payback (1999 film); Payback is a 1999 American neo-noir crime film written and directed by Brian Helgeland in his directorial debut, and starring Mel Gibson, Gregg Henry, Maria Bello and David Paymer."
The general that became commander of the Australian Corps in May 1918 helped establish what federation in 1927?,Alexander Utvenko; Alexander Ivanovich Utvenko (Russian: Александр Иванович Утвенко; 12 December 1905 �?20 August 1963) was a Red Army Lieutenant general.
Who served as the United States assistant attorney general for the civil rights division under the 42nd president?,"Drew S. Days III; Drew Saunders Days III (born August 29, 1941) is an American lawyer, who served as United States Solicitor General from 1993 to 1996 under President Bill Clinton."
What deep blue metamorphic rock did Nubkhesbed's name mean?,"Slate; Slate is a fine-grained, foliated, homogeneous metamorphic rock derived from an original shale-type sedimentary rock composed of clay or volcanic ash through low-grade regional metamorphism."
"What is another name for the site historically known by the names ""Tepeyacac"" and ""Tepeaquilla""?","Cratley; Cratley is a lost village in Nottinghamshire, England."
In which league does Alfred Arthur play football?,"List of Rosenborg BK records and statistics; Rosenborg Ballklub is an association football club based in Trondheim, Norway."
As of July 2016 what percentage of the United States were members of Rosa Ramirez Guerrero ethnic group?,Sabaot Land Defence Force; The Sabaot Land Defence Force (SLDF) was a guerrilla militia operating in the Mount Elgon District of Kenya since 2005.
Which of the following became president of Entertainment at Fox Broadcasting in September 1995: Greg Costikyan or John Matoian?,"Dead Tooth; ""Dead Tooth"" is the second episode of the first season of the Fox sitcom ""Raising Hope""."
What is the name of the statue behind Pont de Grenelle?,"Pont de Brotonne; The Brotonne Bridge (""pont de Brotonne"") is a bridge in the region of Upper Normandy in France, situated between the cities of Le Havre and Rouen."
Who was the manager of Oldham Athletic before Dean Holden took over in 2015?,"Ted Goodier; Edward ""Ted"" Goodier (15 October 1902 �?4 November 1967) was an English professional footballer and football manager."
